#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SAL_IC2187AA_AS.result.fasta	SAL_IC2187AA_AS_NODE_29_length_24582_cov_43.600859	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_IC2191AA_AS.result.fasta	SAL_IC2191AA_AS_NODE_30_length_24561_cov_43.427233	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JA4500AA_AS.scaffold.fasta	NODE_15_length_121398_cov_57.7523_ID_29	94644	94780	-	IncI_Gamma_1	5-141/141	===============	0/0	97.16	100.00	plasmidfinder	AP011954	IncI_Gamma_1_AP011954	
SAL_JA4500AA_AS.scaffold.fasta	NODE_18_length_94111_cov_21.2427_ID_35	11387	12029	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_JA4500AA_AS.scaffold.fasta	NODE_18_length_94111_cov_21.2427_ID_35	89946	90207	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_JA4500AA_AS.scaffold.fasta	NODE_26_length_38691_cov_76.6565_ID_51	24094	24436	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_JA4500AA_AS.scaffold.fasta	NODE_26_length_38691_cov_76.6565_ID_51	25083	25456	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_JA4500AA_AS.scaffold.fasta	NODE_33_length_10994_cov_842.39_ID_65	704	1499	-	IncQ1_1	1-796/796	===============	0/0	100.00	100.00	plasmidfinder	M28829.1	IncQ1_1__M28829.1	
SAL_JA4500AA_AS.scaffold.fasta	NODE_35_length_3206_cov_1575.97_ID_69	537	667	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_JC3730AA_AS.result.fasta	SAL_JC3730AA_AS_NODE_30_length_24582_cov_39.883419	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3731AA_AS.result.fasta	SAL_JC3731AA_AS_NODE_35_length_24559_cov_37.004257	14764	15321	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3732AA_AS.result.fasta	SAL_JC3732AA_AS_NODE_18_length_49117_cov_77.119167	5714	6227	+	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_JC3734AA_AS.result.fasta	SAL_JC3734AA_AS_NODE_29_length_24561_cov_42.684374	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3735AA_AS.result.fasta	SAL_JC3735AA_AS_NODE_26_length_30536_cov_63.694071	26229	26602	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_JC3735AA_AS.result.fasta	SAL_JC3735AA_AS_NODE_28_length_24618_cov_48.677800	14823	15380	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3737AA_AS.result.fasta	SAL_JC3737AA_AS_NODE_30_length_24559_cov_45.567616	14764	15321	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3740AA_AS.result.fasta	SAL_JC3740AA_AS_NODE_27_length_24561_cov_43.457191	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3743AA_AS.result.fasta	SAL_JC3743AA_AS_NODE_30_length_24582_cov_40.076385	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_JC3746AA_AS.result.fasta	SAL_JC3746AA_AS_NODE_29_length_24582_cov_47.985197	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KA9428AA_AS.scaffold.fasta	NODE_16_length_50915_cov_5.07746_ID_31	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9428AA_AS.scaffold.fasta	NODE_20_length_7693_cov_5.36149_ID_39	3446	3707	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9429AA_AS.scaffold.fasta	NODE_14_length_50746_cov_4.4171_ID_27	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9429AA_AS.scaffold.fasta	NODE_17_length_7522_cov_4.84787_ID_33	3446	3707	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9429AA_AS.scaffold.fasta	NODE_22_length_2829_cov_468.258_ID_43	1307	1420	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_KA9430AA_AS.scaffold.fasta	NODE_14_length_50710_cov_2.06609_ID_27	40353	40995	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9430AA_AS.scaffold.fasta	NODE_15_length_49143_cov_8.16223_ID_29	427	940	-	IncN_1	1-514/514	===============	0/0	100.00	99.81	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_KA9430AA_AS.scaffold.fasta	NODE_15_length_49143_cov_8.16223_ID_29	24936	25066	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9430AA_AS.scaffold.fasta	NODE_21_length_5610_cov_2.22761_ID_41	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9430AA_AS.scaffold.fasta	NODE_25_length_2829_cov_87.2002_ID_49	2516	2629	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_KA9434AA_AS.scaffold.fasta	NODE_17_length_4720_cov_108.346_ID_33	599	729	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9435AA_AS.scaffold.fasta	NODE_15_length_4720_cov_139.599_ID_29	2043	2173	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9436AA_AS.scaffold.fasta	NODE_21_length_4720_cov_62.6654_ID_41	1014	1144	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9437AA_AS.scaffold.fasta	NODE_20_length_4720_cov_88.6462_ID_39	889	1019	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9439AA_AS.scaffold.fasta	NODE_13_length_38348_cov_8.23521_ID_25	7556	7929	+	IncX1_1	1-374/374	===============	0/0	100.00	94.92	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_KA9439AA_AS.scaffold.fasta	NODE_19_length_4761_cov_52.6959_ID_37	2830	2960	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9441AA_AS.scaffold.fasta	NODE_17_length_50892_cov_1.95818_ID_33	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9441AA_AS.scaffold.fasta	NODE_25_length_5499_cov_1.77662_ID_49	1864	2125	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9442AA_AS.scaffold.fasta	NODE_26_length_7513_cov_2.40712_ID_51	3809	4070	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9443AA_AS.scaffold.fasta	NODE_20_length_29637_cov_1.76523_ID_39	9688	10330	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9443AA_AS.scaffold.fasta	NODE_23_length_14111_cov_1.77102_ID_45	240	613	-	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_KA9443AA_AS.scaffold.fasta	NODE_23_length_14111_cov_1.77102_ID_45	1260	1602	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_KA9443AA_AS.scaffold.fasta	NODE_28_length_5528_cov_1.8167_ID_55	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9443AA_AS.scaffold.fasta	NODE_33_length_3736_cov_281.941_ID_65	2747	2877	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9445AA_AS.scaffold.fasta	NODE_16_length_50734_cov_1.81678_ID_31	40389	41031	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9445AA_AS.scaffold.fasta	NODE_21_length_7565_cov_1.72627_ID_41	3834	4095	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9455AA_AS.scaffold.fasta	NODE_19_length_50779_cov_2.12669_ID_37	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9455AA_AS.scaffold.fasta	NODE_23_length_7515_cov_1.87195_ID_45	3446	3707	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9459AA_AS.scaffold.fasta	NODE_25_length_5396_cov_30.77_ID_49	1300	1430	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.02	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9460AA_AS.scaffold.fasta	NODE_21_length_19598_cov_1.63993_ID_41	9269	9911	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9460AA_AS.scaffold.fasta	NODE_24_length_5570_cov_1.56237_ID_47	3383	3644	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9461AA_AS.scaffold.fasta	NODE_19_length_50729_cov_2.40779_ID_37	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9461AA_AS.scaffold.fasta	NODE_26_length_5563_cov_2.39937_ID_51	1859	2120	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9467AA_AS.scaffold.fasta	NODE_15_length_50913_cov_3.94162_ID_29	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9467AA_AS.scaffold.fasta	NODE_20_length_7527_cov_4.08865_ID_39	3433	3694	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9468AA_AS.scaffold.fasta	NODE_16_length_50905_cov_4.73461_ID_31	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9468AA_AS.scaffold.fasta	NODE_20_length_7680_cov_4.86442_ID_39	3433	3694	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9470AA_AS.scaffold.fasta	NODE_24_length_3736_cov_334.856_ID_47	2023	2153	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9474AA_AS.scaffold.fasta	NODE_14_length_35532_cov_10.1777_ID_27	26649	26991	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_KA9474AA_AS.scaffold.fasta	NODE_14_length_35532_cov_10.1777_ID_27	27638	28011	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_KA9474AA_AS.scaffold.fasta	NODE_16_length_29665_cov_10.4364_ID_31	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9474AA_AS.scaffold.fasta	NODE_20_length_7691_cov_10.9507_ID_39	3444	3705	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9474AA_AS.scaffold.fasta	NODE_24_length_3736_cov_112.112_ID_47	1929	2059	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9484AA_AS.scaffold.fasta	NODE_20_length_50729_cov_2.90905_ID_39	40372	41014	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KD2091AA_AS.result.fasta	SAL_KD2091AA_AS_NODE_25_length_24561_cov_9.408488	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2092AA_AS.result.fasta	SAL_KD2092AA_AS_NODE_29_length_17338_cov_9.944687	2016	2573	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2093AA_AS.result.fasta	SAL_KD2093AA_AS_NODE_20_length_5758_cov_305.613745	2233	2352	+	ColRNAI_1	13-130/130	.=======/======	2/2	90.77	89.17	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KD2094AA_AS.result.fasta	SAL_KD2094AA_AS_NODE_26_length_24582_cov_9.708199	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2095AA_AS.result.fasta	SAL_KD2095AA_AS_NODE_29_length_24582_cov_7.996361	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2096AA_AS.result.fasta	SAL_KD2096AA_AS_NODE_29_length_17338_cov_9.018418	2016	2573	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2097AA_AS.result.fasta	SAL_KD2097AA_AS_NODE_27_length_24582_cov_10.678798	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2098AA_AS.result.fasta	SAL_KD2098AA_AS_NODE_31_length_24582_cov_10.815948	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2099AA_AS.result.fasta	SAL_KD2099AA_AS_NODE_27_length_24561_cov_6.655112	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2100AA_AS.result.fasta	SAL_KD2100AA_AS_NODE_26_length_24561_cov_9.905337	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2101AA_AS.result.fasta	SAL_KD2101AA_AS_NODE_27_length_24582_cov_9.824617	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2103AA_AS.result.fasta	SAL_KD2103AA_AS_NODE_25_length_24561_cov_9.895719	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2104AA_AS.result.fasta	SAL_KD2104AA_AS_NODE_25_length_24582_cov_8.667226	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2105AA_AS.result.fasta	SAL_KD2105AA_AS_NODE_25_length_24582_cov_9.398364	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2107AA_AS.result.fasta	SAL_KD2107AA_AS_NODE_26_length_39197_cov_13.556181	14203	14914	-	IncX4_2	1-712/712	===============	0/0	100.00	84.69	plasmidfinder	FN543504	IncX4_2__FN543504	
SAL_KD2107AA_AS.result.fasta	SAL_KD2107AA_AS_NODE_29_length_24561_cov_10.217075	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2108AA_AS.result.fasta	SAL_KD2108AA_AS_NODE_23_length_38745_cov_9.302217	12623	13180	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2109AA_AS.result.fasta	SAL_KD2109AA_AS_NODE_25_length_24561_cov_8.321642	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2110AA_AS.result.fasta	SAL_KD2110AA_AS_NODE_28_length_24583_cov_7.584028	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2112AA_AS.result.fasta	SAL_KD2112AA_AS_NODE_26_length_43564_cov_10.548887	28401	29106	+	pEC4115_1	1-706/706	===============	0/0	100.00	99.43	plasmidfinder	NC_011351	pEC4115_1__NC_011351	
SAL_KD2112AA_AS.result.fasta	SAL_KD2112AA_AS_NODE_29_length_24562_cov_10.201678	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2113AA_AS.result.fasta	SAL_KD2113AA_AS_NODE_25_length_43514_cov_9.478738	36755	37460	-	pEC4115_1	1-706/706	===============	0/0	100.00	99.43	plasmidfinder	NC_011351	pEC4115_1__NC_011351	
SAL_KD2113AA_AS.result.fasta	SAL_KD2113AA_AS_NODE_30_length_24561_cov_11.244495	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2114AA_AS.result.fasta	SAL_KD2114AA_AS_NODE_26_length_43514_cov_9.960610	36755	37460	-	pEC4115_1	1-706/706	===============	0/0	100.00	99.43	plasmidfinder	NC_011351	pEC4115_1__NC_011351	
SAL_KD2114AA_AS.result.fasta	SAL_KD2114AA_AS_NODE_30_length_24561_cov_10.405623	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2115AA_AS.result.fasta	SAL_KD2115AA_AS_NODE_25_length_43514_cov_10.188374	2541	3246	+	pEC4115_1	1-706/706	===============	0/0	100.00	99.43	plasmidfinder	NC_011351	pEC4115_1__NC_011351	
SAL_KD2115AA_AS.result.fasta	SAL_KD2115AA_AS_NODE_30_length_24561_cov_9.439838	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2116AA_AS.result.fasta	SAL_KD2116AA_AS_NODE_28_length_24582_cov_8.748599	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2117AA_AS.result.fasta	SAL_KD2117AA_AS_NODE_27_length_24559_cov_9.305419	14764	15321	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD2118AA_AS.result.fasta	SAL_KD2118AA_AS_NODE_27_length_24582_cov_7.659947	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8015AA_AS.result.fasta	SAL_KD8015AA_AS_NODE_22_length_39687_cov_9.867998	35680	36391	-	IncX4_2	1-712/712	===============	0/0	100.00	84.69	plasmidfinder	FN543504	IncX4_2__FN543504	
SAL_KD8015AA_AS.result.fasta	SAL_KD8015AA_AS_NODE_25_length_24582_cov_10.338418	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8016AA_AS.result.fasta	SAL_KD8016AA_AS_NODE_27_length_24561_cov_7.772489	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8017AA_AS.result.fasta	SAL_KD8017AA_AS_NODE_28_length_24582_cov_8.133511	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8019AA_AS.result.fasta	SAL_KD8019AA_AS_NODE_26_length_24561_cov_8.943112	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8020AA_AS.result.fasta	SAL_KD8020AA_AS_NODE_27_length_24582_cov_10.375629	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_KD8021AA_AS.result.fasta	SAL_KD8021AA_AS_NODE_26_length_24561_cov_10.538021	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_LC0017AA_AS.result.fasta	SAL_LC0017AA_AS_NODE_15_length_83497_cov_22.249670	48549	48891	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_LC0017AA_AS.result.fasta	SAL_LC0017AA_AS_NODE_15_length_83497_cov_22.249670	49538	49911	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_LC0017AA_AS.result.fasta	SAL_LC0017AA_AS_NODE_15_length_83497_cov_22.249670	73140	73782	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_LC0017AA_AS.result.fasta	SAL_LC0017AA_AS_NODE_25_length_5620_cov_21.756599	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_LC0017AA_AS.result.fasta	SAL_LC0017AA_AS_NODE_28_length_3736_cov_626.953727	2993	3123	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_MB2462AA_AS.result.fasta	NODE_17_length_50751_cov_4.670196	40394	41036	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_MB2462AA_AS.result.fasta	NODE_23_length_5631_cov_4.523438	3444	3705	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_MB2472AA_AS.result.fasta	NODE_24_length_5396_cov_91.392295	1119	1249	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.02	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_MB2479AA_AS.result.fasta	NODE_18_length_50760_cov_4.688207	40403	41045	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_MB2479AA_AS.result.fasta	NODE_25_length_5593_cov_4.402671	1887	2148	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_MC6485AA_AS.result.fasta	SAL_MC6485AA_AS_NODE_11_length_83515_cov_6.536324	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_MC6485AA_AS.result.fasta	SAL_MC6485AA_AS_NODE_11_length_83515_cov_6.536324	33587	33960	-	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_MC6485AA_AS.result.fasta	SAL_MC6485AA_AS_NODE_11_length_83515_cov_6.536324	34607	34949	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
