Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MB2480AA_AS	NA	NODE_14_length_101499_cov_7.368336	17140	19329	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MB2480AA_AS	NA	NODE_21_length_61895_cov_7.502364	24160	25164	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MB2480AA_AS	NA	NODE_26_length_51119_cov_5.515983	39171	39818	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MB2480AA_AS	NA	NODE_35_length_20275_cov_7.421084	4978	5508	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MB2480AA_AS	NA	NODE_37_length_9645_cov_7.812040	3	398	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2480AA_AS	NA	NODE_38_length_8394_cov_7.049716	5243	7606	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MB2480AA_AS	NA	NODE_3_length_526662_cov_9.087305	372426	374480	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MB2480AA_AS	NA	NODE_3_length_526662_cov_9.087305	402077	402982	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MB2480AA_AS	NA	NODE_3_length_526662_cov_9.087305	491690	495313	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MB2480AA_AS	NA	NODE_3_length_526662_cov_9.087305	495397	496509	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MB2480AA_AS	NA	NODE_4_length_279304_cov_8.630564	56586	59750	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MB2480AA_AS	NA	NODE_4_length_279304_cov_8.630564	59750	60973	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MB2480AA_AS	NA	NODE_4_length_279304_cov_8.630564	61250	63535	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MB2480AA_AS	NA	NODE_4_length_279304_cov_8.630564	63550	64011	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MB2480AA_AS	NA	NODE_5_length_271390_cov_7.686935	107180	108223	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_MB2480AA_AS	NA	NODE_7_length_192296_cov_9.743356	772	1467	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MB2482AA_AS	NA	NODE_15_length_93858_cov_5.277827	54047	54694	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MB2482AA_AS	NA	NODE_21_length_59254_cov_5.651073	34091	35095	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MB2482AA_AS	NA	NODE_36_length_20274_cov_5.482553	4977	5507	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MB2482AA_AS	NA	NODE_38_length_7391_cov_5.346228	789	3152	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MB2482AA_AS	NA	NODE_3_length_382977_cov_7.491294	191226	191921	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MB2482AA_AS	NA	NODE_41_length_4962_cov_5.780765	4565	4960	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2482AA_AS	NA	NODE_4_length_279897_cov_6.606870	215870	216331	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MB2482AA_AS	NA	NODE_4_length_279897_cov_6.606870	216346	218631	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MB2482AA_AS	NA	NODE_4_length_279897_cov_6.606870	218908	220131	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MB2482AA_AS	NA	NODE_4_length_279897_cov_6.606870	220131	223295	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MB2482AA_AS	NA	NODE_50_length_1192_cov_15.058216	3	413	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	137	228	60.09	100.00	137	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2482AA_AS	NA	NODE_5_length_272471_cov_6.872804	5063	6175	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MB2482AA_AS	NA	NODE_5_length_272471_cov_6.872804	6259	9882	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MB2482AA_AS	NA	NODE_5_length_272471_cov_6.872804	98451	99356	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MB2482AA_AS	NA	NODE_5_length_272471_cov_6.872804	126953	129007	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MB2482AA_AS	NA	NODE_7_length_219689_cov_5.951103	163349	164392	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_MB2482AA_AS	NA	NODE_9_length_184117_cov_5.663944	17160	19349	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MB2479AA_AS	NA	NODE_12_length_116696_cov_7.986986	97312	99243	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MB2479AA_AS	NA	NODE_18_length_50760_cov_4.688207	31139	31786	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MB2479AA_AS	NA	NODE_1_length_972351_cov_7.252109	654341	655345	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MB2479AA_AS	NA	NODE_1_length_972351_cov_7.252109	970102	972351	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	750	788	95.18	99.07	750	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MB2479AA_AS	NA	NODE_2_length_572028_cov_7.350008	443307	443990	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2479AA_AS	NA	NODE_2_length_572028_cov_7.350008	446426	446956	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MB2479AA_AS	NA	NODE_3_length_450976_cov_9.315824	279708	281762	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MB2479AA_AS	NA	NODE_3_length_450976_cov_9.315824	309360	310262	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MB2479AA_AS	NA	NODE_3_length_450976_cov_9.315824	398697	402323	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MB2479AA_AS	NA	NODE_3_length_450976_cov_9.315824	402407	403519	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MB2479AA_AS	NA	NODE_4_length_411087_cov_8.645274	74009	77173	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MB2479AA_AS	NA	NODE_4_length_411087_cov_8.645274	77173	78396	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MB2479AA_AS	NA	NODE_4_length_411087_cov_8.645274	78673	80958	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MB2479AA_AS	NA	NODE_4_length_411087_cov_8.645274	80973	81434	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MB2479AA_AS	NA	NODE_5_length_406334_cov_10.656606	226707	227402	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MB2483AA_AS	NA	NODE_10_length_143374_cov_6.172304	82374	84563	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MB2483AA_AS	NA	NODE_19_length_61895_cov_6.129145	24160	25164	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MB2483AA_AS	NA	NODE_20_length_60415_cov_5.057242	39165	39812	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MB2483AA_AS	NA	NODE_30_length_23180_cov_6.117382	17673	18203	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MB2483AA_AS	NA	NODE_33_length_9645_cov_6.568922	9248	9643	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	215417	215878	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	215893	218178	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	218455	219678	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	219678	222842	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	252146	253258	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	253342	256965	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	345395	346300	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MB2483AA_AS	NA	NODE_3_length_519465_cov_7.218800	373897	375951	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MB2483AA_AS	NA	NODE_47_length_1192_cov_17.229108	3	413	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	137	228	60.09	100.00	137	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MB2483AA_AS	NA	NODE_4_length_464324_cov_8.046332	272800	273495	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MB2483AA_AS	NA	NODE_6_length_271390_cov_6.405455	163168	164211	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_20_length_51122_cov_2.973430	39157	39804	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_27_length_30699_cov_10.902074	5538	6542	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_2_length_599350_cov_13.554725	372561	374615	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_2_length_599350_cov_13.554725	402212	403117	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_2_length_599350_cov_13.554725	491825	495448	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_2_length_599350_cov_13.554725	495532	496644	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_31_length_21735_cov_10.862471	6440	6970	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_35_length_9641_cov_10.825347	1	396	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_36_length_7600_cov_9.812174	787	3150	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_3_length_492487_cov_12.086552	56609	59773	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_3_length_492487_cov_12.086552	59773	60996	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_3_length_492487_cov_12.086552	61273	63558	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_3_length_492487_cov_12.086552	63573	64034	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_5_length_377390_cov_14.978119	185868	186563	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_7_length_271386_cov_11.044282	163166	164209	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_MC6474AA_AS	NA	SAL_MC6474AA_AS_NODE_9_length_153005_cov_11.340077	68614	70803	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_10_length_155967_cov_12.747574	68612	70801	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_23_length_61887_cov_11.527233	24156	25160	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_34_length_21731_cov_11.921881	6438	6968	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_37_length_11988_cov_2.619722	39	686	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
