Uberstrain	Name	"Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)"	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	SISTR1 Serovar	SISTR1 Serogroup	SISTR1 H1	SISTR1 H2	SeqSero2 Serovar	SeqSero2 Serogroup	SeqSero2 H1	SeqSero2 H2	ST	eBG	Serotype (Predicted)	Lineage	Subspecies	aroC	dnaN	hemD	hisD	purE	sucA	thrA	cgST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_NB8722AA	LON-294-2	"SRR21204657;ILLUMINA;Paired;500;SRX17215453;;;SRA"	SAL_NB8722AA	Environment	Water/River	"environmental; creek"	2020	3	10		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499883	SRS14782588	28-08-2022	25-08-2022	IIIb 35:i:z|IIIb 53:i:z|IIIb 57:i:z|IIIb 59:i:z|IIIb 60:i:z|IIIb 60:i:[z]:[z50]|IIIb 61:i:z|IIIb 65:i:z|IIIb 38:i:z|IIIb 47:i:z|IIIb 48:i:z|IIIb 50:i:z	-	i	z	IIIb 48:i:z	48	i	z	5271	NaN				33	173	30	26	283	87	28	320436	320436	320436	320436	320436	215365	147613	147613	147613	147613	1860	1	1	1	Assembled	260	207193	5407250	"Salmonella enterica;94.39%"	133	27662	4.1	SAL_XC2833AA_AS
SAL_NB8736AA	I-MAP-53-8	"SRR21204634;ILLUMINA;Paired;500;SRX17215430;;;SRA"	SAL_NB8736AA	Environment	Water/River	"environmental-water; canal"	2021	4	7		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499856	SRS14782565	28-08-2022	25-08-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	327879	327879	327879	327879	327879	235790	5196	3818	3818	2	2	2	2	2	Assembled	294	376641	4915662	"Salmonella enterica;97.67%"	64	15070	4.1	SAL_XC2847AA_AS
SAL_NB8737AA	LON-294-1	"SRR21204632;ILLUMINA;Paired;500;SRX17215428;;;SRA"	SAL_NB8737AA	Environment	Water/River	"environmental; creek"	2020	3	10		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499881	SRS14782563	28-08-2022	25-08-2022	IIIb 35:i:z|IIIb 53:i:z|IIIb 57:i:z|IIIb 59:i:z|IIIb 60:i:z|IIIb 60:i:[z]:[z50]|IIIb 61:i:z|IIIb 65:i:z|IIIb 38:i:z|IIIb 47:i:z|IIIb 48:i:z|IIIb 50:i:z	-	i	z	IIIb 48:i:z	48	i	z	5271	NaN				33	173	30	26	283	87	28	327877	327877	320436	320436	320436	215365	147613	147613	147613	147613	1860	1	1	1	Assembled	225	207777	5408352	"Salmonella enterica;96.63%"	134	29436	4.1	SAL_XC2848AA_AS
SAL_NB8739AA	I-MAP-56-5	"SRR21204629;ILLUMINA;Paired;500;SRX17215425;;;SRA"	SAL_NB8739AA	Environment	Water/River	"environmental-water; canal"	2021	4	7		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499844	SRS14782560	28-08-2022	25-08-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	403	403	373	373	373	373	147	48	2	2	2	2	2	2	Assembled	303	376793	4895748	"Salmonella enterica;100.0%"	65	8503	4.1	SAL_XC2850AA_AS
SAL_NB8742AA	I-MAP-57-4	"SRR21204606;ILLUMINA;Paired;500;SRX17215402;;;SRA"	SAL_NB8742AA	Environment	Water/River	"environmental-water; canal"	2021	4	7		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499836	SRS14782537	28-08-2022	25-08-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	403	403	373	373	373	373	147	48	2	2	2	2	2	2	Assembled	285	271390	4937870	"Salmonella enterica;100.0%"	64	7655	4.1	SAL_XC2853AA_AS
SAL_NB8744AA	I-MAP-50-6	"SRR21204598;ILLUMINA;Paired;500;SRX17215396;;;SRA"	SAL_NB8744AA	Environment	Water/River	"environmental-water; canal"	2021	4	7		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30499871	SRS14782531	28-08-2022	25-08-2022	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	327874	327874	326949	326949	343	343	36	36	36	36	36	36	2	2	Assembled	208	194413	4978345	"Salmonella enterica;93.61%"	60	10471	4.1	SAL_XC2855AA_AS
SAL_OB2441AA	IV-MAP-11-2	"SRR21536649;ILLUMINA;Paired;500;SRX17538894;;;SRA"	SAL_OB2441AA	Environment	Water/River	"environmental-water; Canal"	2021	7	1		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814260	SRS15086370	15-09-2022	12-09-2022	Thompson	C1	k	1,5	Thompson	7	k	1,5	26	28	Thompson			14	13	18	12	14	18	1	331078	331078	323720	323717	323717	78333	618	119	119	119	119	119	2	2	Assembled	150	520242	4676598	"Salmonella enterica;91.3%"	42	10417	4.1	SAL_XC6770AA_AS
SAL_OB2442AA	FA1420	"SRR21536648;ILLUMINA;Paired;500;SRX17538893;;;SRA"	SAL_OB2442AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	6	8		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814258	SRS15086369	15-09-2022	12-09-2022	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	331077	331077	331050	331050	253674	775	36	36	36	36	36	36	2	2	Assembled	136	263492	4701944	"Salmonella enterica;100.0%"	53	8588	4.1	SAL_XC6771AA_AS
SAL_OB2443AA	FA1428	"SRR21536647;ILLUMINA;Paired;500;SRX17538892;;;SRA"	SAL_OB2443AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	6	8		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814259	SRS15086368	15-09-2022	12-09-2022	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	331075	331075	331075	331050	253674	775	36	36	36	36	36	36	2	2	Assembled	98	263492	4701024	"Salmonella enterica;100.0%"	57	9564	4.1	SAL_XC6772AA_AS
SAL_OB2444AA	FA1395	"SRR21536646;ILLUMINA;Paired;500;SRX17538891;;;SRA"	SAL_OB2444AA	Environment	Water/River	"environmental-water; River"	2021	4	29		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814261	SRS15086367	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	331062	323729	323729	323729	777	777	158	158	2	2	2	2	2	2	Assembled	149	265124	4922202	"Salmonella enterica;100.0%"	61	7579	4.1	SAL_XC6773AA_AS
SAL_OB2445AA	FA1373	"SRR21536645;ILLUMINA;Paired;500;SRX17538890;;;SRA"	SAL_OB2445AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	5	13		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814253	SRS15086366	15-09-2022	12-09-2022	Cerro	K	z4,z23	-	Cerro	18	z4,z23	-	1593	360	Cerro			222	105	46	123	225	115	115	331063	331063	331063	331063	331063	331063	331063	40	40	40	40	40	10	2	Assembled	120	375989	4626564	"Salmonella enterica;84.63%"	55	35107	4.1	SAL_XC6774AA_AS
SAL_OB2446AA	FA1435	"SRR21536644;ILLUMINA;Paired;500;SRX17538889;;;SRA"	SAL_OB2446AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	6	8		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814255	SRS15086365	15-09-2022	12-09-2022	Livingstone	C1	d	l,w	Livingstone	7	d	l,w	1941	255.2	Livingstone			117	135	21	12	76	162	38	331061	331061	331061	331061	331061	80508	15694	15694	15694	15694	15694	5930	2	2	Assembled	136	411808	4708976	"Salmonella enterica;100.0%"	45	9030	4.1	SAL_XC6775AA_AS
SAL_OB2447AA	IV-MAP-08-1	"SRR21536643;ILLUMINA;Paired;500;SRX17538888;;;SRA"	SAL_OB2447AA	Environment	Water/River	"environmental-water; River"	2021	6	30		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814257	SRS15086364	15-09-2022	12-09-2022	Derby	B	f,g	-	Derby	4	f,g	-	682	264	Derby			45	60	12	237	193	2	96	331058	331058	166059	166059	4180	4180	4180	4180	4180	4180	4180	4180	4180	2	Assembled	85	413427	4866854	"Salmonella enterica;85.37%"	72	76154	4.1	SAL_XC6776AA_AS
SAL_OB2448AA	FA1376	"SRR21536642;ILLUMINA;Paired;500;SRX17538887;;;SRA"	SAL_OB2448AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	13		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814256	SRS15086363	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	331059	331059	327084	35697	35697	269	269	2	2	2	2	2	2	2	Assembled	122	394881	4753155	"Salmonella enterica;100.0%"	59	6703	4.1	SAL_XC6777AA_AS
SAL_OB2449AA	FA1372	"SRR21536641;ILLUMINA;Paired;500;SRX17538886;;;SRA"	SAL_OB2449AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	11		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814252	SRS15086362	15-09-2022	12-09-2022	Thompson	C1	k	1,5	Thompson	7	k	1,5	26	28	Thompson			14	13	18	12	14	18	1	331056	331056	323717	323717	323717	78333	618	119	119	119	119	119	2	2	Assembled	123	520813	4676060	"Salmonella enterica;92.3%"	39	10334	4.1	SAL_XC6778AA_AS
SAL_OB2450AA	FA1370	"SRR21536640;ILLUMINA;Paired;500;SRX17538885;;;SRA"	SAL_OB2450AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	11		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814254	SRS15086361	15-09-2022	12-09-2022	Thompson	C1	k	1,5	Thompson	7	k	1,5	26	28	Thompson			14	13	18	12	14	18	1	331055	331055	323717	323717	323717	78333	618	119	119	119	119	119	2	2	Assembled	154	712941	4676181	"Salmonella enterica;87.5%"	36	10137	4.1	SAL_XC6779AA_AS
SAL_OB2451AA	FA1375	"SRR21536639;ILLUMINA;Paired;500;SRX17538884;;;SRA"	SAL_OB2451AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	13		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814216	SRS15086360	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	331054	331054	327084	35697	35697	269	269	2	2	2	2	2	2	2	Assembled	122	381913	4753757	"Salmonella enterica;100.0%"	59	7193	4.1	SAL_XC6780AA_AS
SAL_OB2452AA	FA1419	"SRR21536638;ILLUMINA;Paired;500;SRX17538883;;;SRA"	SAL_OB2452AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	6	8		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814217	SRS15086359	15-09-2022	12-09-2022	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	331050	331050	331050	331050	253674	775	36	36	36	36	36	36	2	2	Assembled	139	263789	4700624	"Salmonella enterica;100.0%"	53	9161	4.1	SAL_XC6781AA_AS
SAL_OB2453AA	III-MAP-24-2	"SRR21536637;ILLUMINA;Paired;500;SRX17538882;;;SRA"	SAL_OB2453AA	Environment	Water/River	"environmental-water; Canal"	2021	6	15		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814212	SRS15086358	15-09-2022	12-09-2022	Cerro	K	z4,z23	-	Cerro	18	z4,z23	-	1593	360	Cerro			222	105	46	123	225	115	115	331048	331048	331048	331048	331048	331048	331048	40	40	40	40	40	10	2	Assembled	92	387095	4651050	"Salmonella enterica;93.94%"	47	45237	4.1	SAL_XC6782AA_AS
SAL_OB2454AA	III-MAP-29-1	"SRR21536636;ILLUMINA;Paired;500;SRX17538881;;;SRA"	SAL_OB2454AA	Environment	Water/River	"environmental-water; Canal"	2021	6	16		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814213	SRS15086357	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	331049	323728	323728	323728	323728	235790	5196	3818	3818	2	2	2	2	2	Assembled	147	376606	4886402	"Salmonella enterica;100.0%"	61	15561	4.1	SAL_XC6783AA_AS
SAL_OB2455AA	FA1583	"SRR21536635;ILLUMINA;Paired;500;SRX17538880;;;SRA"	SAL_OB2455AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814214	SRS15086356	15-09-2022	12-09-2022	Paratyphi B	B	b	1,2	Paratyphi B	4	b	1,2	2340	5	Paratyphi B Var Java monophasic			2	14	410	14	37	19	8	331047	331042	331042	331042	331042	331042	331042	214282	1620	1620	155	155	2	2	Assembled	122	334943	4682913	"Salmonella enterica;100.0%"	35	6550	4.1	SAL_XC6784AA_AS
SAL_OB2456AA	FA1405	"SRR21536634;ILLUMINA;Paired;500;SRX17538879;;;SRA"	SAL_OB2456AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814210	SRS15086355	15-09-2022	12-09-2022	Soerenga	N	i	l,w	Soerenga	30	i	l,w	1659	346	Soerenga			417	216	8	163	29	207	86	331046	331046	323735	323735	229231	2983	2983	2983	2983	2983	97	97	97	2	Assembled	160	357603	4860017	"Salmonella enterica;91.17%"	55	27315	4.1	SAL_XC6785AA_AS
SAL_OB2457AA	IV-MAP-06-4	"SRR21536633;ILLUMINA;Paired;500;SRX17538878;;;SRA"	SAL_OB2457AA	Environment	Water/River	"environmental-water; Pond"	2021	6	30		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814211	SRS15086354	15-09-2022	12-09-2022	Thompson	C1	k	1,5	Thompson	7	k	1,5	26	28	Thompson			14	13	18	12	14	18	1	331021	331021	331021	323717	323717	78333	618	119	119	119	119	119	2	2	Assembled	110	712941	4691718	"Salmonella enterica;86.35%"	35	24757	4.1	SAL_XC6786AA_AS
SAL_OB2458AA	FA1402	"SRR21536632;ILLUMINA;Paired;500;SRX17538877;;;SRA"	SAL_OB2458AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814215	SRS15086353	15-09-2022	12-09-2022	Soerenga	N	i	l,w	Soerenga	30	i	l,w	1659	346	Soerenga			417	216	8	163	29	207	86	331045	331045	323735	323735	229231	2983	2983	2983	2983	2983	97	97	97	2	Assembled	151	558575	4847912	"Salmonella enterica;83.88%"	56	29262	4.1	SAL_XC6787AA_AS
SAL_OB2459AA	FA1565	"SRR21536631;ILLUMINA;Paired;500;SRX17538876;;;SRA"	SAL_OB2459AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814163	SRS15086352	15-09-2022	12-09-2022	Stanley	B	d	1,2	Stanley	4	d	1,2	51	29	Typhimurium			16	16	26	18	8	12	18	331043	331043	331043	171373	171373	171373	171373	171373	1467	1467	211	211	2	2	Assembled	114	487928	4738810	"Salmonella enterica;100.0%"	30	6146	4.1	SAL_XC6788AA_AS
SAL_OB2460AA	III-MAP-30-2	"SRR21536630;ILLUMINA;Paired;500;SRX17538875;;;SRA"	SAL_OB2460AA	Environment	Water/River	"environmental-water; Canal"	2021	6	16		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814162	SRS15086351	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323728	323728	323728	323728	323728	235790	5196	3818	3818	2	2	2	2	2	Assembled	137	324630	4887124	"Salmonella enterica;100.0%"	64	15521	4.1	SAL_XC6789AA_AS
SAL_OB2461AA	FA1404	"SRR21536602;ILLUMINA;Paired;500;SRX17538847;;;SRA"	SAL_OB2461AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814164	SRS15086323	15-09-2022	12-09-2022	Soerenga	N	i	l,w	Soerenga	30	i	l,w	1659	346	Soerenga			417	216	8	163	29	207	86	323735	323735	323735	323735	229231	2983	2983	2983	2983	2983	97	97	97	2	Assembled	145	418800	4850612	"Salmonella enterica;86.11%"	55	31142	4.1	SAL_XC6790AA_AS
SAL_OB2462AA	FA1416	"SRR21536601;ILLUMINA;Paired;500;SRX17538846;;;SRA"	SAL_OB2462AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814121	SRS15086322	15-09-2022	12-09-2022	Soerenga	N	i	l,w	Soerenga	30	i	l,w	1659	346	Soerenga			417	216	8	163	29	207	86	323735	323735	323735	323735	229231	2983	2983	2983	2983	2983	97	97	97	2	Assembled	147	416618	4861618	"Salmonella enterica;90.33%"	53	29044	4.1	SAL_WC7168AA_AS
SAL_OB2463AA	FA1399	"SRR21536600;ILLUMINA;Paired;500;SRX17538845;;;SRA"	SAL_OB2463AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814124	SRS15086321	15-09-2022	12-09-2022	Newport	C2-C3	e,h	1,2	Newport	8	e,h	1,2	31	7	Newport			2	2	15	14	15	20	12	323732	323732	323732	323732	108080	108080	938	938	401	401	401	44	2	2	Assembled	150	454994	4789466	"Salmonella enterica;92.59%"	42	6109	4.1	SAL_WC7169AA_AS
SAL_OB2464AA	FA1581	"SRR21536599;ILLUMINA;Paired;500;SRX17538844;;;SRA"	SAL_OB2464AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814123	SRS15086320	15-09-2022	12-09-2022	Paratyphi B	B	b	1,2	Paratyphi B	4	b	1,2	2340	5	Paratyphi B Var Java monophasic			2	14	410	14	37	19	8	331042	331042	331042	331042	331042	331042	331042	214282	1620	1620	155	155	2	2	Assembled	133	249222	4683667	"Salmonella enterica;100.0%"	40	6604	4.1	SAL_XC6791AA_AS
SAL_OB2465AA	FA1415	"SRR21536598;ILLUMINA;Paired;500;SRX17538843;;;SRA"	SAL_OB2465AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814120	SRS15086319	15-09-2022	12-09-2022	Soerenga	N	i	l,w	Soerenga	30	i	l,w	1659	346	Soerenga			417	216	8	163	29	207	86	323735	323735	323735	323735	229231	2983	2983	2983	2983	2983	97	97	97	2	Assembled	187	416618	4856544	"Salmonella enterica;87.5%"	53	28938	4.1	SAL_XC6792AA_AS
SAL_OB2466AA	FA1414	"SRR21536597;ILLUMINA;Paired;500;SRX17538842;;;SRA"	SAL_OB2466AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	4	29		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814115	SRS15086318	15-09-2022	12-09-2022	Mbandaka	C1	z10	e,n,z15	Mbandaka	7	z10	e,n,z15	413	62	Mbandaka			15	70	93	78	113	6	68	323730	323730	323730	323730	323730	1469	4	4	4	4	4	4	2	2	Assembled	144	449063	4689220	"Salmonella enterica;100.0%"	47	5729	4.1	SAL_WC7172AA_AS
SAL_OB2467AA	III-MAP-29-5	"SRR21536596;ILLUMINA;Paired;500;SRX17538841;;;SRA"	SAL_OB2467AA	Environment	Water/River	"environmental-water; Canal"	2021	6	16		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814117	SRS15086317	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323731	323728	323728	323728	323728	235790	5196	3818	3818	2	2	2	2	2	Assembled	125	376641	4885315	"Salmonella enterica;100.0%"	70	15349	4.1	SAL_WC7173AA_AS
SAL_OB2468AA	FA1568	"SRR21536595;ILLUMINA;Paired;500;SRX17538840;;;SRA"	SAL_OB2468AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814125	SRS15086316	15-09-2022	12-09-2022	Stanley	B	d	1,2	Stanley	4	d	1,2	51	29	Typhimurium			16	16	26	18	8	12	18	323734	323734	323734	171373	171373	171373	171373	171373	1467	1467	211	211	2	2	Assembled	120	528098	4739403	"Salmonella enterica;100.0%"	29	5737	4.1	SAL_WC7174AA_AS
SAL_OB2469AA	III-MAP-29-4	"SRR21536594;ILLUMINA;Paired;500;SRX17538839;;;SRA"	SAL_OB2469AA	Environment	Water/River	"environmental-water; Canal"	2021	6	16		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814116	SRS15086315	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323728	323728	323728	323728	323728	235790	5196	3818	3818	2	2	2	2	2	Assembled	117	491135	4885807	"Salmonella enterica;97.44%"	60	15746	4.1	SAL_WC7175AA_AS
SAL_OB2470AA	FA1398	"SRR21536593;ILLUMINA;Paired;500;SRX17538838;;;SRA"	SAL_OB2470AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	4	27		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814126	SRS15086314	15-09-2022	12-09-2022	Newport	C2-C3	e,h	1,2	Newport	8	e,h	1,2	31	7	Newport			2	2	15	14	15	20	12	331040	331040	323732	323732	108080	108080	938	938	401	401	401	44	2	2	Assembled	154	397763	4789798	"Salmonella enterica;96.67%"	44	6387	4.1	SAL_XC6793AA_AS
SAL_OB2471AA	FA1566	"SRR21536592;ILLUMINA;Paired;500;SRX17538837;;;SRA"	SAL_OB2471AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814122	SRS15086313	15-09-2022	12-09-2022	Johannesburg	R	b	e,n,x	Johannesburg	40	b	e,n,x	471	38	Johannesburg	Lineage 3		13	131	49	157	12	13	4	323733	323733	323733	323733	323733	323733	459	459	459	459	459	459	2	2	Assembled	100	369318	4587492	"Salmonella enterica;90.63%"	37	13947	4.1	SAL_WC7177AA_AS
SAL_OB2472AA	FA1396	"SRR21536591;ILLUMINA;Paired;500;SRX17538836;;;SRA"	SAL_OB2472AA	Environment	Water/River	"environmental-water; River"	2021	4	29		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814119	SRS15086312	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323729	323729	323729	323729	777	777	158	158	2	2	2	2	2	2	Assembled	144	322025	4921412	"Salmonella enterica;100.0%"	55	7135	4.1	SAL_WC7178AA_AS
SAL_OB2473AA	III-MAP-30-4	"SRR21536590;ILLUMINA;Paired;500;SRX17538835;;;SRA"	SAL_OB2473AA	Environment	Water/River	"environmental-water; Canal"	2021	6	16		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814118	SRS15086311	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323728	323728	323728	323728	323728	235790	5196	3818	3818	2	2	2	2	2	Assembled	177	376606	4885348	"Salmonella enterica;100.0%"	56	13645	4.1	SAL_WC7179AA_AS
SAL_OB2474AA	FA1588	"SRR21536582;ILLUMINA;Paired;500;SRX17538827;;;SRA"	SAL_OB2474AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	5	25		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814060	SRS15086303	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323726	323726	323716	323716	323716	323716	269	2	2	2	2	2	2	2	Assembled	113	311663	4928717	"Salmonella enterica;85.36%"	62	20308	4.1	SAL_WC7180AA_AS
SAL_OB2476AA	FA1412	"SRR21536580;ILLUMINA;Paired;500;SRX17538825;;;SRA"	SAL_OB2476AA	Environment	Water/River	"environmental-factory/production facility| environmental-water; Irrigation Canal"	2021	4	29		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814057	SRS15086301	15-09-2022	12-09-2022	Mbandaka	C1	z10	e,n,z15	Mbandaka	7	z10	e,n,z15	413	62	Mbandaka			15	70	93	78	113	6	68	331027	331027	323730	323730	323730	1469	4	4	4	4	4	4	2	2	Assembled	145	368505	4688250	"Salmonella enterica;100.0%"	47	6486	4.1	SAL_XC6795AA_AS
SAL_OB2478AA	IV-MAP-04-1	"SRR21536578;ILLUMINA;Paired;500;SRX17538823;;;SRA"	SAL_OB2478AA	Environment	Water/River	"environmental-water; River"	2021	6	29		South America	Chile												FDA		PRJNA186035	SRP018785	SAMN30814061	SRS15086299	15-09-2022	12-09-2022	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	323721	323721	323721	323721	323721	235790	5196	3818	3818	2	2	2	2	2	Assembled	125	376606	4886592	"Salmonella enterica;97.61%"	65	15703	4.1	SAL_XC6797AA_AS
SAL_OB2480AA	FA1366	"SRR21536576;ILLUMINA;Paired;500;SRX17538821;;;SRA"	SAL_OB2480AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	5	11		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814068	SRS15086297	15-09-2022	12-09-2022	Thompson	C1	k	1,5	Thompson	7	k	1,5	26	28	Thompson			14	13	18	12	14	18	1	331038	331038	323717	323717	323717	78333	618	119	119	119	119	119	2	2	Assembled	147	520468	4676804	"Salmonella enterica;91.3%"	39	10205	4.1	SAL_XC6798AA_AS
SAL_OB2481AA	FA1306	"SRR21536575;ILLUMINA;Paired;500;SRX17538820;;;SRA"	SAL_OB2481AA	Environment	Water/River	"environmental-water| environmental-factory/production facility; Irrigation Canal"	2021	4	16		South America	Chile												FDA		PRJNA560080	SRP227273	SAMN30814066	SRS15086296	15-09-2022	12-09-2022	Panama	D1	l,v	1,5	Panama	9	l,v	1,5	48	42	Panama	Lineage 3		22	11	25	21	10	23	23	331037	327091	327091	327091	327091	327091	327091	327091	369	369	369	369	2	2	Assembled	171	360812	4610867	"Salmonella enterica;100.0%"	42	7686	4.1	SAL_XC6799AA_AS
